-1.2077e-21
-nan
-6.98691e-22
-nan
-7.18156e-22
-nan
-7.37401e-22
-nan
-7.56422e-22
-nan
-7.75212e-22
-nan
-7.93767e-22
-nan
-8.12079e-22
-nan
-8.30145e-22
-nan
-8.47957e-22
-nan
-8.65511e-22
-nan
-8.82801e-22
-nan
-8.99823e-22
-nan
-9.1657e-22
-nan
-9.33038e-22
-nan
-9.49222e-22
-nan
-9.65117e-22
-nan
-9.80718e-22
-nan
-9.9602e-22
-nan
-1.01102e-21
-nan
-1.02571e-21
-nan
-1.04009e-21
-nan
-1.05415e-21
-nan
-1.06789e-21
-nan
-1.0813e-21
-nan
-1.09439e-21
-nan
-1.10714e-21
-nan
-1.11956e-21
-nan
-1.13163e-21
-nan
-1.14336e-21
-nan
-1.15474e-21
-nan
-1.16577e-21
-nan
-1.17645e-21
-nan
-1.18676e-21
-nan
-1.19672e-21
-nan
-1.20631e-21
-nan
-1.21553e-21
-nan
-1.22438e-21
-nan
-1.23286e-21
-nan
-1.24096e-21
-nan
-1.24869e-21
-nan
-1.25603e-21
-nan
-1.263e-21
-nan
-1.26958e-21
-nan
-1.27577e-21
-nan
-1.28157e-21
-nan
-1.28698e-21
-nan
-1.292e-21
-nan
-1.29663e-21
-nan
-1.30086e-21
-nan
-1.3047e-21
-nan
-1.30813e-21
-nan
-1.31117e-21
-nan
-1.31381e-21
-nan
-1.31605e-21
-nan
-1.31789e-21
-nan
-1.31933e-21
-nan
-1.32037e-21
-nan
-1.321e-21
-nan
-1.32123e-21
-nan
-1.32106e-21
-nan
-1.32048e-21
-nan
-1.31951e-21
-nan
-1.31813e-21
-nan
-1.31635e-21
-nan
-1.31417e-21
-nan
-1.31159e-21
-nan
-1.30861e-21
-nan
-1.30523e-21
-nan
-1.30146e-21
-nan
-1.29728e-21
-nan
-1.29271e-21
-nan
-1.28775e-21
-nan
-1.2824e-21
-nan
-1.27665e-21
-nan
-1.27052e-21
-nan
-1.264e-21
-nan
-1.25709e-21
-nan
-1.24981e-21
-nan
-1.24214e-21
-nan
-1.23409e-21
-nan
-1.22567e-21
-nan
-1.21687e-21
-nan
1.3145e-06
2.72045e-06
1.40479e-06
2.67279e-06
1.49336e-06
2.62187e-06
1.58011e-06
2.56776e-06
1.66494e-06
2.51052e-06
1.74774e-06
2.45022e-06
1.82841e-06
2.38694e-06
1.90686e-06
2.32075e-06
1.98298e-06
2.25173e-06
2.05668e-06
2.17996e-06
2.12788e-06
2.10555e-06
2.19649e-06
2.02856e-06
2.26241e-06
1.94911e-06
2.32559e-06
1.86728e-06
2.38593e-06
1.78317e-06
2.44336e-06
1.69689e-06
2.49782e-06
1.60855e-06
2.54923e-06
1.51824e-06
2.59754e-06
1.42609e-06
2.64268e-06
1.3322e-06
2.6846e-06
1.23668e-06
2.72326e-06
1.13966e-06
2.75859e-06
1.04125e-06
2.79056e-06
9.41568e-07
2.81914e-06
8.40742e-07
2.84428e-06
7.38891e-07
2.86595e-06
6.3614e-07
2.88413e-06
5.32615e-07
2.8988e-06
4.2844e-07
2.90993e-06
3.23743e-07
2.91753e-06
2.18652e-07
2.92156e-06
1.13294e-07
2.92204e-06
7.79867e-09
2.91896e-06
-9.77065e-08
2.91232e-06
-2.03093e-07
2.90213e-06
-3.08231e-07
2.8884e-06
-4.12994e-07
2.87116e-06
-5.17254e-07
2.85042e-06
-6.20884e-07
2.82621e-06
-7.23757e-07
2.79855e-06
-8.25749e-07
2.76748e-06
-9.26734e-07
2.73305e-06
-1.02659e-06
2.69528e-06
-1.1252e-06
2.65423e-06
-1.22243e-06
2.60994e-06
-1.31818e-06
2.56248e-06
-1.41232e-06
2.51189e-06
-1.50473e-06
2.45824e-06
-1.59532e-06
2.4016e-06
-1.68396e-06
2.34203e-06
-1.77055e-06
2.27961e-06
-1.85498e-06
2.21441e-06
-1.93716e-06
2.14651e-06
-2.01697e-06
2.076e-06
-2.09433e-06
2.00296e-06
-2.16913e-06
1.92747e-06
-2.24129e-06
1.84964e-06
-2.31072e-06
1.76956e-06
-2.37734e-06
1.68732e-06
-2.44106e-06
1.60302e-06
-2.5018e-06
1.51678e-06
-2.5595e-06
1.42868e-06
-2.61408e-06
1.33884e-06
-2.66547e-06
1.24737e-06
-2.71361e-06
1.15439e-06
-2.75845e-06
1.05999e-06
-2.79993e-06
9.64305e-07
-2.838e-06
8.67444e-07
-2.87261e-06
7.69527e-07
-2.90372e-06
6.70671e-07
-2.93129e-06
5.70999e-07
-2.9553e-06
4.70631e-07
-2.9757e-06
3.6969e-07
-2.99247e-06
2.68298e-07
-3.0056e-06
1.66579e-07
-3.01507e-06
6.46575e-08
-3.02086e-06
-3.73429e-08
-3.02298e-06
-1.39298e-07
-3.02141e-06
-2.41083e-07
-3.01616e-06
-3.42575e-07
-3.00723e-06
-4.43649e-07
-2.99464e-06
-5.44182e-07
-2.97841e-06
-6.44053e-07
-2.95854e-06
-7.43139e-07
-2.93507e-06
-8.41319e-07
-2.90802e-06
-9.38475e-07
-2.87743e-06
-1.03449e-06
-2.84334e-06
-1.12924e-06
-2.80578e-06
-1.22261e-06
-2.7648e-06
-1.3145e-06
-2.72045e-06
-1.40479e-06
-2.67279e-06
-1.49336e-06
-2.62187e-06
-1.58011e-06
-2.56776e-06
-1.66494e-06
-2.51052e-06
-1.74774e-06
-2.45022e-06
-1.82841e-06
-2.38694e-06
-1.90686e-06
-2.32075e-06
-1.98298e-06
-2.25173e-06
-2.05668e-06
-2.17996e-06
-2.12788e-06
-2.10555e-06
-2.19649e-06
-2.02856e-06
-2.26241e-06
-1.94911e-06
-2.32559e-06
-1.86728e-06
-2.38593e-06
-1.78317e-06
-2.44336e-06
-1.69689e-06
-2.49782e-06
-1.60855e-06
-2.54923e-06
-1.51824e-06
-2.59754e-06
-1.42609e-06
-2.64268e-06
-1.3322e-06
-2.6846e-06
-1.23668e-06
-2.72326e-06
-1.13966e-06
-2.75859e-06
-1.04125e-06
-2.79056e-06
-9.41568e-07
-2.81914e-06
-8.40742e-07
-2.84428e-06
-7.38891e-07
-2.86595e-06
-6.3614e-07
-2.88413e-06
-5.32615e-07
-2.8988e-06
-4.2844e-07
-2.90993e-06
-3.23743e-07
-2.91753e-06
-2.18652e-07
-2.92156e-06
-1.13294e-07
-2.92204e-06
-7.79867e-09
-2.91896e-06
9.77065e-08
-2.91232e-06
2.03093e-07
-2.90213e-06
3.08231e-07
-2.8884e-06
4.12994e-07
-2.87116e-06
5.17254e-07
-2.85042e-06
6.20884e-07
-2.82621e-06
7.23757e-07
-2.79855e-06
8.25749e-07
-2.76748e-06
9.26734e-07
-2.73305e-06
1.02659e-06
-2.69528e-06
1.1252e-06
-2.65423e-06
1.22243e-06
-2.60994e-06
1.31818e-06
-2.56248e-06
1.41232e-06
-2.51189e-06
1.50473e-06
-2.45824e-06
1.59532e-06
-2.4016e-06
1.68396e-06
-2.34203e-06
1.77055e-06
-2.27961e-06
1.85498e-06
-2.21441e-06
1.93716e-06
-2.14651e-06
2.01697e-06
-2.076e-06
2.09433e-06
-2.00296e-06
2.16913e-06
-1.92747e-06
2.24129e-06
-1.84964e-06
2.31072e-06
-1.76956e-06
2.37734e-06
-1.68732e-06
2.44106e-06
-1.60302e-06
2.5018e-06
-1.51678e-06
2.5595e-06
-1.42868e-06
2.61408e-06
-1.33884e-06
2.66547e-06
-1.24737e-06
2.71361e-06
-1.15439e-06
2.75845e-06
-1.05999e-06
2.79993e-06
-9.64305e-07
2.838e-06
-8.67444e-07
2.87261e-06
-7.69527e-07
2.90372e-06
-6.70671e-07
2.93129e-06
-5.70999e-07
2.9553e-06
-4.70631e-07
2.9757e-06
-3.6969e-07
2.99247e-06
-2.68298e-07
3.0056e-06
-1.66579e-07
3.01507e-06
-6.46575e-08
3.02086e-06
3.73429e-08
3.02298e-06
1.39298e-07
3.02141e-06
2.41083e-07
3.01616e-06
3.42575e-07
3.00723e-06
4.43649e-07
2.99464e-06
5.44182e-07
2.97841e-06
6.44053e-07
2.95854e-06
7.43139e-07
2.93507e-06
8.41319e-07
2.90802e-06
9.38475e-07
2.87743e-06
1.03449e-06
2.84334e-06
1.12924e-06
2.80578e-06
1.22261e-06
2.7648e-06
1.3145e-06
2.72045e-06
1.40479e-06
2.67279e-06
1.49336e-06
2.62187e-06
1.58011e-06
2.56776e-06
1.66494e-06
2.51052e-06
1.74774e-06
2.45022e-06
1.82841e-06
2.38694e-06
1.90686e-06
2.32075e-06
1.98298e-06
2.25173e-06
2.05668e-06
2.17996e-06
2.12788e-06
2.10555e-06
2.19649e-06
2.02856e-06
2.26241e-06
1.94911e-06
2.32559e-06
1.86728e-06
2.38593e-06
1.78317e-06
2.44336e-06
1.69689e-06
2.49782e-06
1.60855e-06
2.54923e-06
1.51824e-06
2.59754e-06
1.42609e-06
2.64268e-06
1.3322e-06
2.6846e-06
1.23668e-06
2.72326e-06
1.13966e-06
2.75859e-06
1.04125e-06
2.79056e-06
9.41568e-07
2.81914e-06
8.40742e-07
2.84428e-06
7.38891e-07
2.86595e-06
6.3614e-07
2.88413e-06
5.32615e-07
2.8988e-06
4.2844e-07
2.90993e-06
3.23743e-07
2.91753e-06
2.18652e-07
2.92156e-06
1.13294e-07
2.92204e-06
7.79867e-09
2.91896e-06
-9.77065e-08
2.91232e-06
-2.03093e-07
2.90213e-06
-3.08231e-07
2.8884e-06
-4.12994e-07
2.87116e-06
-5.17254e-07
2.85042e-06
-6.20884e-07
2.82621e-06
-7.23757e-07
2.79855e-06
-8.25749e-07
2.76748e-06
-9.26734e-07
2.73305e-06
-1.02659e-06
2.69528e-06
-1.1252e-06
2.65423e-06
-1.22243e-06
2.60994e-06
-1.31818e-06
2.56248e-06
-1.41232e-06
2.51189e-06
-1.50473e-06
2.45824e-06
-1.59532e-06
2.4016e-06
-1.68396e-06
2.34203e-06
-1.77055e-06
2.27961e-06
-1.85498e-06
2.21441e-06
-1.93716e-06
2.14651e-06
-2.01697e-06
2.076e-06
-2.09433e-06
2.00296e-06
-2.16913e-06
1.92747e-06
-2.24129e-06
1.84964e-06
-2.31072e-06
1.76956e-06
-2.37734e-06
1.68732e-06
-2.44106e-06
1.60302e-06
-2.5018e-06
1.51678e-06
-2.5595e-06
1.42868e-06
-2.61408e-06
1.33884e-06
-2.66547e-06
1.24737e-06
-2.71361e-06
1.15439e-06
-2.75845e-06
1.05999e-06
-2.79993e-06
9.64305e-07
-2.838e-06
8.67444e-07
-2.87261e-06
7.69527e-07
-2.90372e-06
6.70671e-07
-2.93129e-06
5.70999e-07
-2.9553e-06
4.70631e-07
-2.9757e-06
3.6969e-07
-2.99247e-06
2.68298e-07
-3.0056e-06
1.66579e-07
-3.01507e-06
6.46575e-08
-3.02086e-06
-3.73429e-08
-3.02298e-06
-1.39298e-07
-3.02141e-06
-2.41083e-07
-3.01616e-06
-3.42575e-07
-3.00723e-06
-4.43649e-07
-2.99464e-06
-5.44182e-07
-2.97841e-06
-6.44053e-07
-2.95854e-06
-7.43139e-07
-2.93507e-06
-8.41319e-07
-2.90802e-06
-9.38475e-07
-2.87743e-06
-1.03449e-06
-2.84334e-06
-1.12924e-06
-2.80578e-06
-1.22261e-06
-2.7648e-06
-1.3145e-06
-2.72045e-06
-1.40479e-06
-2.67279e-06
-1.49336e-06
-2.62187e-06
-1.58011e-06
-2.56776e-06
-1.66494e-06
-2.51052e-06
-1.74774e-06
-2.45022e-06
-1.82841e-06
-2.38694e-06
-1.90686e-06
-2.32075e-06
-1.98298e-06
-2.25173e-06
-2.05668e-06
-2.17996e-06
-2.12788e-06
-2.10555e-06
-2.19649e-06
-2.02856e-06
-2.26241e-06
-1.94911e-06
-2.32559e-06
-1.86728e-06
-2.38593e-06
-1.78317e-06
-2.44336e-06
-1.69689e-06
-2.49782e-06
-1.60855e-06
-2.54923e-06
-1.51824e-06
-2.59754e-06
-1.42609e-06
-2.64268e-06
-1.3322e-06
-2.6846e-06
-1.23668e-06
-2.72326e-06
-1.13966e-06
-2.75859e-06
-1.04125e-06
-2.79056e-06
-9.41568e-07
-2.81914e-06
-8.40742e-07
-2.84428e-06
-7.38891e-07
-2.86595e-06
-6.3614e-07
-2.88413e-06
-5.32615e-07
-2.8988e-06
-4.2844e-07
-2.90993e-06
-3.23743e-07
-2.91753e-06
-2.18652e-07
-2.92156e-06
-1.13294e-07
-2.92204e-06
-7.79867e-09
-2.91896e-06
9.77065e-08
-2.91232e-06
2.03093e-07
-2.90213e-06
3.08231e-07
-2.8884e-06
4.12994e-07
-2.87116e-06
5.17254e-07
-2.85042e-06
6.20884e-07
-2.82621e-06
7.23757e-07
-2.79855e-06
8.25749e-07
-2.76748e-06
9.26734e-07
-2.73305e-06
1.02659e-06
-2.69528e-06
1.1252e-06
-2.65423e-06
1.22243e-06
-2.60994e-06
1.31818e-06
-2.56248e-06
1.41232e-06
-2.51189e-06
1.50473e-06
-2.45824e-06
1.59532e-06
-2.4016e-06
1.68396e-06
-2.34203e-06
1.77055e-06
-2.27961e-06
1.85498e-06
-2.21441e-06
1.93716e-06
-2.14651e-06
2.01697e-06
-2.076e-06
2.09433e-06
-2.00296e-06
2.16913e-06
-1.92747e-06
2.24129e-06
-1.84964e-06
2.31072e-06
-1.76956e-06
2.37734e-06
-1.68732e-06
2.44106e-06
-1.60302e-06
2.5018e-06
-1.51678e-06
2.5595e-06
-1.42868e-06
2.61408e-06
-1.33884e-06
2.66547e-06
-1.24737e-06
2.71361e-06
-1.15439e-06
2.75845e-06
-1.05999e-06
2.79993e-06
-9.64305e-07
2.838e-06
-8.67444e-07
2.87261e-06
-7.69527e-07
2.90372e-06
-6.70671e-07
2.93129e-06
-5.70999e-07
2.9553e-06
-4.70631e-07
2.9757e-06
-3.6969e-07
2.99247e-06
-2.68298e-07
3.0056e-06
-1.66579e-07
3.01507e-06
-6.46575e-08
3.02086e-06
3.73429e-08
3.02298e-06
1.39298e-07
3.02141e-06
2.41083e-07
3.01616e-06
3.42575e-07
3.00723e-06
4.43649e-07
2.99464e-06
5.44182e-07
2.97841e-06
6.44053e-07
2.95854e-06
7.43139e-07
2.93507e-06
8.41319e-07
2.90802e-06
9.38475e-07
2.87743e-06
1.03449e-06
2.84334e-06
1.12924e-06
2.80578e-06
1.22261e-06
2.7648e-06
2.56207e-06
4.80586e-06
2.69996e-06
4.71191e-06
2.83456e-06
4.61223e-06
2.9657e-06
4.50692e-06
3.09323e-06
4.39613e-06
3.217e-06
4.27997e-06
3.33684e-06
4.15861e-06
3.45262e-06
4.03217e-06
3.56419e-06
3.90083e-06
3.67142e-06
3.76473e-06
3.77417e-06
3.62405e-06
3.87233e-06
3.47895e-06
3.96577e-06
3.32961e-06
4.05438e-06
3.17621e-06
4.13805e-06
3.01895e-06
4.21668e-06
2.858e-06
4.29017e-06
2.69358e-06
4.35843e-06
2.52587e-06
4.42138e-06
2.35509e-06
4.47895e-06
2.18143e-06
4.53106e-06
2.00512e-06
4.57765e-06
1.82637e-06
4.61866e-06
1.64539e-06
4.65404e-06
1.4624e-06
4.68376e-06
1.27764e-06
4.70777e-06
1.09132e-06
4.72604e-06
9.03665e-07
4.73855e-06
7.14912e-07
4.74529e-06
5.25287e-07
4.74625e-06
3.35023e-07
4.74143e-06
1.44351e-07
4.73083e-06
-4.64967e-08
4.71447e-06
-2.37288e-07
4.69236e-06
-4.2779e-07
4.66454e-06
-6.17771e-07
4.63103e-06
-8.07e-07
4.59188e-06
-9.95245e-07
4.54714e-06
-1.18228e-06
4.49685e-06
-1.36787e-06
4.44109e-06
-1.5518e-06
4.37992e-06
-1.73383e-06
4.31341e-06
-1.91375e-06
4.24164e-06
-2.09134e-06
4.16471e-06
-2.26639e-06
4.0827e-06
-2.43867e-06
3.99572e-06
-2.60798e-06
3.90387e-06
-2.77411e-06
3.80727e-06
-2.93687e-06
3.70602e-06
-3.09604e-06
3.60026e-06
-3.25145e-06
3.49012e-06
-3.40289e-06
3.37572e-06
-3.55018e-06
3.25721e-06
-3.69315e-06
3.13473e-06
-3.83163e-06
3.00843e-06
-3.96543e-06
2.87847e-06
-4.0944e-06
2.745e-06
-4.21838e-06
2.60819e-06
-4.33723e-06
2.46819e-06
-4.45079e-06
2.32519e-06
-4.55892e-06
2.17936e-06
-4.66151e-06
2.03087e-06
-4.75841e-06
1.87991e-06
-4.84951e-06
1.72666e-06
-4.93471e-06
1.5713e-06
-5.0139e-06
1.41403e-06
-5.08697e-06
1.25504e-06
-5.15385e-06
1.09452e-06
-5.21445e-06
9.32662e-07
-5.2687e-06
7.69671e-07
-5.31653e-06
6.05741e-07
-5.35788e-06
4.41073e-07
-5.3927e-06
2.75868e-07
-5.42095e-06
1.10327e-07
-5.4426e-06
-5.53486e-08
-5.45762e-06
-2.20957e-07
-5.46598e-06
-3.86296e-07
-5.46769e-06
-5.51164e-07
-5.46274e-06
-7.15361e-07
-5.45113e-06
-8.78686e-07
-5.43288e-06
-1.04094e-06
-5.40801e-06
-1.20193e-06
-5.37655e-06
-1.36145e-06
-5.33854e-06
-1.51931e-06
-5.29403e-06
-1.67532e-06
-5.24307e-06
-1.8293e-06
-5.18572e-06
-1.98104e-06
-5.12205e-06
-2.13037e-06
-5.05214e-06
-2.2771e-06
-4.97607e-06
-2.42106e-06
-4.89395e-06
-2.56207e-06
-4.80586e-06
-2.69996e-06
-4.71191e-06
-2.83456e-06
-4.61223e-06
-2.9657e-06
-4.50692e-06
-3.09323e-06
-4.39613e-06
-3.217e-06
-4.27997e-06
-3.33684e-06
-4.15861e-06
-3.45262e-06
-4.03217e-06
-3.56419e-06
-3.90083e-06
-3.67142e-06
-3.76473e-06
-3.77417e-06
-3.62405e-06
-3.87233e-06
-3.47895e-06
-3.96577e-06
-3.32961e-06
-4.05438e-06
-3.17621e-06
-4.13805e-06
-3.01895e-06
-4.21668e-06
-2.858e-06
-4.29017e-06
-2.69358e-06
-4.35843e-06
-2.52587e-06
-4.42138e-06
-2.35509e-06
-4.47895e-06
-2.18143e-06
-4.53106e-06
-2.00512e-06
-4.57765e-06
-1.82637e-06
-4.61866e-06
-1.64539e-06
-4.65404e-06
-1.4624e-06
-4.68376e-06
-1.27764e-06
-4.70777e-06
-1.09132e-06
-4.72604e-06
-9.03665e-07
-4.73855e-06
-7.14912e-07
-4.74529e-06
-5.25287e-07
-4.74625e-06
-3.35023e-07
-4.74143e-06
-1.44351e-07
-4.73083e-06
4.64967e-08
-4.71447e-06
2.37288e-07
-4.69236e-06
4.2779e-07
-4.66454e-06
6.17771e-07
-4.63103e-06
8.07e-07
-4.59188e-06
9.95245e-07
-4.54714e-06
1.18228e-06
-4.49685e-06
1.36787e-06
-4.44109e-06
1.5518e-06
-4.37992e-06
1.73383e-06
-4.31341e-06
1.91375e-06
-4.24164e-06
2.09134e-06
-4.16471e-06
2.26639e-06
-4.0827e-06
2.43867e-06
-3.99572e-06
2.60798e-06
-3.90387e-06
2.77411e-06
-3.80727e-06
2.93687e-06
-3.70602e-06
3.09604e-06
-3.60026e-06
3.25145e-06
-3.49012e-06
3.40289e-06
-3.37572e-06
3.55018e-06
-3.25721e-06
3.69315e-06
-3.13473e-06
3.83163e-06
-3.00843e-06
3.96543e-06
-2.87847e-06
4.0944e-06
-2.745e-06
4.21838e-06
-2.60819e-06
4.33723e-06
-2.46819e-06
4.45079e-06
-2.32519e-06
4.55892e-06
-2.17936e-06
4.66151e-06
-2.03087e-06
4.75841e-06
-1.87991e-06
4.84951e-06
-1.72666e-06
4.93471e-06
-1.5713e-06
5.0139e-06
-1.41403e-06
5.08697e-06
-1.25504e-06
5.15385e-06
-1.09452e-06
5.21445e-06
-9.32662e-07
5.2687e-06
-7.69671e-07
5.31653e-06
-6.05741e-07
5.35788e-06
-4.41073e-07
5.3927e-06
-2.75868e-07
5.42095e-06
-1.10327e-07
5.4426e-06
5.53486e-08
5.45762e-06
2.20957e-07
5.46598e-06
3.86296e-07
5.46769e-06
5.51164e-07
5.46274e-06
7.15361e-07
5.45113e-06
8.78686e-07
5.43288e-06
1.04094e-06
5.40801e-06
1.20193e-06
5.37655e-06
1.36145e-06
5.33854e-06
1.51931e-06
5.29403e-06
1.67532e-06
5.24307e-06
1.8293e-06
5.18572e-06
1.98104e-06
5.12205e-06
2.13037e-06
5.05214e-06
2.2771e-06
4.97607e-06
2.42106e-06
4.89395e-06
2.56207e-06
4.80586e-06
2.69996e-06
4.71191e-06
2.83456e-06
4.61223e-06
2.9657e-06
4.50692e-06
3.09323e-06
4.39613e-06
3.217e-06
4.27997e-06
3.33684e-06
4.15861e-06
3.45262e-06
4.03217e-06
3.56419e-06
3.90083e-06
3.67142e-06
3.76473e-06
3.77417e-06
3.62405e-06
3.87233e-06
3.47895e-06
3.96577e-06
3.32961e-06
4.05438e-06
3.17621e-06
4.13805e-06
3.01895e-06
4.21668e-06
2.858e-06
4.29017e-06
2.69358e-06
4.35843e-06
2.52587e-06
4.42138e-06
2.35509e-06
4.47895e-06
2.18143e-06
4.53106e-06
2.00512e-06
